student_id,encouragement_assignment,tutoring_received,baseline_math_score,end_term_math_score
IV2937,0,0,60.305917,75.81506
IV2938,0,0,70.216753,91.948114
IV2939,0,0,51.226362,67.257602
IV2940,1,1,59.161088,79.670014
IV2941,1,1,67.430133,95.962979
IV2942,0,0,72.848314,77.957642
IV2943,1,1,73.149207,83.731308
IV2944,0,0,75.935726,69.225233
IV2945,1,1,49.036257,76.287939
IV2946,0,0,65.201061,77.546168
IV2947,1,1,64.628411,93.931023
IV2948,1,1,52.508771,74.956133
IV2949,1,0,68.690066,88.728802
IV2950,0,0,77.318382,80.270054
IV2951,1,0,71.251931,83.275686
IV2952,0,0,63.167987,80.12698
IV2953,1,0,55.234814,80.322636
IV2954,1,1,65.382238,79.78607
IV2955,0,0,66.563304,80.47253
IV2956,1,1,62.615339,91.850409
IV2957,0,0,46.063114,75.993138
IV2958,0,0,76.190422,84.443959
IV2959,1,1,71.907937,87.024453
IV2960,0,0,71.224617,73.674435
IV2961,0,1,67.936687,94.113132
IV2962,0,0,81.811056,85.836172
IV2963,1,1,59.873669,84.410465
IV2964,1,1,67.451526,93.78866
IV2965,1,1,52.839432,95.080321
IV2966,1,0,67.538185,72.089235
IV2967,0,0,77.158141,92.517605
IV2968,0,0,70.519793,87.738339
IV2969,1,1,61.868912,80.88461
IV2970,0,0,60.030863,79.361257
IV2971,0,0,71.875613,78.070142
IV2972,1,0,72.003397,85.004586
IV2973,0,0,62.057414,93.51912
IV2974,1,1,60.685729,83.907988
IV2975,1,1,74.223156,90.206412
IV2976,1,1,63.666086,94.979757
IV2977,1,0,52.936841,84.70501
IV2978,1,1,63.317431,84.33303
IV2979,0,0,73.816425,92.263246
IV2980,0,0,83.778222,86.0152
IV2981,1,1,66.757428,70.397891
IV2982,0,0,64.313687,76.615809
IV2983,1,1,67.318869,91.199697
IV2984,1,1,68.70391,94.39152
IV2985,1,1,60.16274,91.571505
IV2986,0,0,63.120329,79.238149
IV2987,1,0,65.479841,91.790424
IV2988,1,1,68.337365,92.845881
IV2989,1,1,74.558487,104.843444
IV2990,1,1,67.189806,88.103833
IV2991,0,1,56.280588,76.929072
IV2992,0,0,60.59184,84.121958
IV2993,1,1,72.757031,95.079016
IV2994,1,1,76.272524,87.296854
IV2995,0,0,69.643712,91.20284
IV2996,0,0,57.466307,73.797129
IV2997,0,0,57.603944,89.50597
IV2998,0,0,69.433613,93.345279
IV2999,1,1,49.251041,81.351933
IV3000,0,1,65.600596,90.548413
